id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
b411e13c-df71,1FTEW1E52JFE30500,44649,49486,W0152A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,airport ford lincoln,49 Rymal Road East,Hamilton,ON,L9B 1B9
3ff200cb-74d1,1FTEW1E52JFE30500,44649,49486,W0152A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,parkway ford lincoln svt,455 King Street North,Waterloo,ON,N2J 2Z5
2d100fb0-d283,1FTEW1E52JFE30500,44649,49486,W0152A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,400 chrysler dodge jeep ram,3482 9 Line,Barrie,ON,L9S 3Z9
29fa9351-d06f,1FTEW1E52JFE30500,44649,,,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,barrie chrysler dodge jeep ram,395 Dunlop Street West,Barrie,ON,L4N 1C3
bf092d9b-49bc,1FTEW1E52JFE30500,44649,49486,W0152A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,oak-land ford lincoln,570 Trafalgar Road,Oakville,ON,L6J 3J2
c61e9e62-6b69,1FTEW1E52JFE30500,44649,49486,W0152A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,wills chevrolet buick gmc parts,337 Main Street East,Grimsby,ON,L3M 5N9
82be9b1f-4ea0,1FTEW1E52JKC17232,45998,19021,219121A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,strathmore motor products,900 Westridge Road,Strathmore,AB,T1P 1H8
c6781f09-01f3,1FTEW1E52JKD48287,42988,53691,Y9054A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,bustard chrysler dodge jeep,575 Davenport Rd.,Waterloo,ON,N2L 5Z3
ade5b342-54a5,1FTEW1E52JKD61945,48225,70807,F3XUY9,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,birchwood ford,810 Regent Avenue West,Winnipeg,MB,R2C 3A8
5bddaa3b-ae52,1FTEW1E52JKD61945,48225,70807,F3XUY9,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,birchwood buying centre,35d-3965 Portage Avenue,Winnipeg,MB,R3K 2H7
1f2b1ee2-47c7,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,wills chevrolet buick gmc parts,337 Main Street East,Grimsby,ON,L3M 5N9
5411726f-d93a,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,airport ford lincoln,49 Rymal Road East,Hamilton,ON,L9B 1B9
29ef56bc-950b,1FTEW1E52JKF96801,42888,,,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,autoiq,395 Dunlop Street West,Barrie,ON,L4N 1C3
9aed6655-49ad,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,parkway ford lincoln svt,455 King Street North,Waterloo,ON,N2J 2Z5
a6d40171-d7fd,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,400 chrysler dodge jeep ram,3482 9 Line,Barrie,ON,L9S 3Z9
fb4d9732-e6e0,1FTEW1E52JKF96801,44888,,,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,elgin chrysler jeep dodge ram,275 Wellington Street St. Thomas,St Thomas,ON,N5R 2S6
c3867072-c9aa,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,maitland ford lincoln sales,1124 Great Northern Road,Sault Ste. Marie,ON,P6A 5K7
e61d937d-9b6b,1FTEW1E52JKF96801,44888,,,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,barrie chrysler dodge jeep ram,395 Dunlop Street West,Barrie,ON,L4N 1C3
7399be16-ff48,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,st thomas ford lincoln sales limited,1012 Talbot Street St. Thomas,St Thomas,ON,N5P 1G3
cfe1db6e-0e9d,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,kitchener ford service,707 Ottawa Street South,Kitchener,ON,N2E 2T7
390586ca-b9ad,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,welland toyota,894 Niagara Street,Welland,ON,L3C 1M3
09c2049f-7957,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,degroote-hill chevrolet buick gmc,270 Highway #3 East,Tillsonburg,ON,N4G 4H3
14feef58-fd9c,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,oak-land ford lincoln,570 Trafalgar Road,Oakville,ON,L6J 3J2
dfca706a-5b15,1FTEW1E52JKF96801,44888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,airport lincoln in hamilton,,,,
a3442873-e468,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,ed learn ford lincoln,375 Ontario Street,St. Catharines,ON,L2R 5L3
5dc88cbf-5524,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,kitchener hyundai,44 Alpine Road,Kitchener,ON,N2E 1A1
5d257a85-c42c,1FTEW1E52JKF96801,42888,58961,1218A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,barrie ford,55 Mapleview Drive West,Barrie,ON,L4N 9H7
02c6f7f3-2bfd,1FTEW1E53JFA45818,50977,49911,17336A,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,belliveau motors,Hwy-1 P.o. Box 190,"Church Point, Ns",NS,B0W 1M0
d04e4c0d-2156,1FTEW1E53JFA45818,50977,49911,17336A,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,yarmouth mazda,44 Starrs Road,Yarmouth,NS,B5A 2T4
9e897a0d-b559,1FTEW1E53JFA51893,42260,59894,U6925,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,bickley ford,1 Bickley Country Drive,Huntsville,ON,P1H 1Y4
796de627-eaf4,1FTEW1E53JFA99202,48309,50091,UA99202-OC,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,macmaster buick gmc,207171 Ontario 9,Orangeville,ON,L9W 2Z5
0e1dd6fe-1e29,1FTEW1E53JFA99202,47900,50091,UA99202-OC,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,orangeville chrysler dodge jeep ram,207163 Ontario 9,Orangeville,ON,L9W 2Z7
b4c4f773-63e7,1FTEW1E53JFA99202,48309,50091,UA99202-OC,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,edmonds chevrolet corvette buick gmc ltd.,138 Hanes Road,Huntsville,ON,P1H 1M4
212bf299-005f,1FTEW1E53JFB14202,45899,69135,Auto-PX0057T,2018,Ford,F-150,XL,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,everyone drives,1-441 Union Street,Fredericton,NB,E3A 3M7
3af30f43-8b77,1FTEW1E53JFC35568,50674,57295,21102A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,st marys ford sales,555 Queen Street West Saint Marys,St. Marys,ON,N4X 1C4
2d86916d-7e9f,1FTEW1E53JFC50362,40995,47533,27401A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,lally ford,78 Mill Street West Tilbury,Chatham-kent,ON,N0P 2L0
4d776c8e-5b15,1FTEW1E53JFC50362,40995,47533,27401A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,lally auto group,78 Mill Street West Tilbury,Chatham-kent,ON,N0P 2L0
a777e016-61a9,1FTEW1E53JFC67582,44900,91395,21025A,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,,,,,
7ac6362d-0f72,1FTEW1E53JFD64197,41998,134962,12842,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,steele auto group,636 Portland St.,Dartmouth,NS,B2W 2M3
15364dd3-0481,1FTEW1E53JFD64197,41998,,12842,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,carroll south shore,Nova Scotia Trunk 3,Lunenburg,NS,B0J 2C0
f22efde3-bd18,1FTEW1E53JKC05638,38999,145100,UT5725,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,discovery ford sales humboldt,2307 8 Avenue #2260,Humboldt,SK,S0K 2A0
7783bc36-fc6b,1FTEW1E53JKD47746,38990,88735,MK-75A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,calgary megalot,,,,
8e8b5596-5f28,1FTEW1E53JKD47746,38990,88735,MK-75A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,calgary motor dealers assn,11505 35 Street Southeast #107,Calgary,AB,T2Z 4B1
e097996e-81e3,1FTEW1E53JKD47746,38990,88735,MK-75A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,okotoks ford lincoln,4 Westland Road,Okotoks,AB,T1S 1N1
34e33810-54f0,1FTEW1E53JKD76311,,45346,F121-92875A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,leggat discovery ford,850 Brant Street,Burlington,ON,L7R 2J5
3527f720-1ca5,1FTEW1E53JKD76311,,45346,F121-92875A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,leggat auto group,2207 Fairview Street,Burlington,ON,L7R 3Y3
ad3deaad-be33,1FTEW1E53JKE73606,44788,60781,P12562A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,driverz auto,625 77 Avenue Southeast #7,Calgary,AB,T2H 2B9
2e306fb6-d50b,1FTEW1E53JKE73606,44788,60781,P12562A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,calgary megalot,,,,
ba732034-aa55,1FTEW1E54JFA66287,44800,24424,21416A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,jack mcgee chevrolet buick gmc cadillac,1053 Clonsilla Avenue,Peterborough,ON,K9J 5Y2
ccdfeb55-888f,1FTEW1E54JFB76112,31912,189066,48421,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,island truck store,,,,
d8d75849-2bb6,1FTEW1E54JFB76529,,87925,A2357,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,bluewater ford service,101 Main Street South Forest,Lambton Shores,ON,N0N 1J0
ce6c1225-fecc,1FTEW1E54JFB89412,,5038,AS71295,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,E85 / Unleaded; Unleaded / Unleaded,5,V,guay's garage,4212 Highway Ontario 11,Val Gagn,ON,P0K 1W0
6a9d8b2b-1125,1FTEW1E54JFC33683,64895,53653,21NV05149A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,mgm lincoln sales,,,,
4094d752-a238,1FTEW1E54JFC33683,62895,,21NV05149A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,mgm ford lincoln,3010 50 Avenue,Red Deer,AB,T4R 1M5
2b877c6e-be4e,1FTEW1E54JFC50452,,58389,LT2028A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,larry renaud ford sales,2560 County Road 20 Harrow,Essex,ON,N0R 1G0
24820d4d-669b,1FTEW1E54JFD05935,42995,46079,11056a,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,circuit ford lincoln,6300 Boulevard Henri-bourassa Est -nord,Montral,QC,H1G 5W9
a2c0df02-b919,1FTEW1E54JFD05935,42995,46079,11056a,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,circuit lincoln,6300 Boulevard Henri-bourassa Est -nord,Montral,QC,H1G 5W9
1c72585f-d948,1FTEW1E54JFD56920,40900,77217,1T22A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,cypress motors sc,2234 South Service Road West,Swift Current,SK,S9H 5J7
98afa166-9429,1FTEW1E54JFD65004,,55500,Z65004,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,grogan ford lincoln inc -,5437 Nauvoo Road,Watford,ON,N0M 2S0
79e0d4e4-3b25,1FTEW1E54JKC66576,37900,120372,BTJ66576,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,msa ford sales,30295 Automall Drive,Abbotsford,BC,V2T 5M1
ed45f215-3939,1FTEW1E54JKC66772,,0,21055A,2018,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,reason_legal_action,15 Station Road,Thompson,MB,R8N 0N6
cb06bd93-2562,1FTEW1E54JKE09624,44212,59309,21W1E112A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,jim hansen's gateway ford lincoln sales,10101 112 Street,Grande Prairie,AB,T8V 8H6
317f5475-fb34,1FTEW1E54JKF96475,62987,41100,F96475,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,car central,290 Yonge Street,Barrie,ON,L4N 4C7
70d24fab-afae,1FTEW1E55JFA38966,46999,107374,FM109455B,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,summit gm chevrolet gmc buick,530 Mackenzie Boulevard,Fort Mcmurray,AB,T9H 4C8
56558c86-199d,1FTEW1E55JFA38966,47999,107374,FM109455B,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,kaizen auto group,3911 84 Ave,Leduc,AB,T9E 8M5
16af7002-51c0,1FTEW1E55JFA39549,42998,45029,T100271,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,cambrian ford sales,1615 Kingsway Sudbury,Greater Sudbury,ON,P3B 4J8
333c7bfa-a0a3,1FTEW1E55JFA66332,59880,39566,A2283,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,abc automobiles inc.,613 Maloney Est,Gatineau,QC,J8P 7M4
87013b8d-258d,1FTEW1E55JFA81946,34477,161150,21268A,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,summerside chrysler dodge jeep ram,3 Water Street,Summerside,PE,C1N 4K4
45b989c3-05cb,1FTEW1E55JFC04306,53500,53875,T8913A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,rose city chrysler dodge jeep limited,916 Niagara Street,Welland,ON,L3C 1M4
c4a5760e-dc16,1FTEW1E55JFC04306,53500,53875,T8913A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,brantford chrysler dodge jeep ltd.,180 Lynden Road,Brantford,ON,N3T 5N9
b8eed895-a6d7,1FTEW1E55JFC04306,53500,53875,T8913A,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,johnston chrysler dodge jeep ram fiat,1350 Upper James Street,Hamilton,ON,L9C 3B4
ffe2d08f-2850,1FTEW1E55JFC33711,42999,50453,X33711,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,richmond auto mall,13460 Smallwood Pl #250,Richmond,BC,V6V 1W8
55e4ed4b-aed2,1FTEW1E55JFC33711,42999,50453,X33711,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,cam clark ford richmond ltd.,13580 Smallwood Place,Richmond,BC,V6V 2C1
3b47e848-cd20,1FTEW1E55JFC33711,42999,50453,X33711,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,cam clark ford olds,5042 - 48th Street,Olds,AB,T4H 0C6
b41d0d67-ced8,1FTEW1E55JFC48984,,54500,JFC48984T,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,progressive ford sales inc.,6975 Base Line Wallaceburg,Chatham-kent,ON,N8A 5J6
082c60de-a765,1FTEW1E55JFC48984,42950,54500,JFC48984T,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,progressive auto sales,1374 Exmouth St.,Sarnia,ON,N7S 3X9
f0692b68-f458,1FTEW1E55JFC48984,,54500,JFC48984T,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,sarnia volkswagen,791 Confederation Street,Sarnia,ON,N7T 2E4
cd45c60d-f2d2,1FTEW1E55JFC48984,,54500,JFC48984T,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,bmw sarnia,799 Confederation Street,Sarnia,ON,N7T 2E4
5c6b36fb-37c0,1FTEW1E55JFC67664,49995,72545,M7957A,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,regal motors ltd,124 1st Avenue West,Rosetown,SK,S0L 2V0
574269f7-2862,1FTEW1E55JFD07497,,39109,L527,2018,Ford,F-150,King Ranch,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,dingwall ford sales,927 Highway 17 East,Kenora,ON,P9N 1L9
92791c63-2fbc,1FTEW1E55JFE50949,54995,58643,PAPVGA81160,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,garage daniel lessard,2795 Route-du-prsident-kennedy,Notre-dame-des-pins,QC,G0M 1K0
82e18ce2-ebda,1FTEW1E55JKC05639,41999,73752,UT5777,2018,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,discovery ford sales humboldt,2307 8 Avenue #2260,Humboldt,SK,S0K 2A0
8724082a-e471,1FTEW1E55JKC36468,47998,91975,C36468,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,forbes motors gm,165 Weber Street South,Waterloo,ON,N2J 4A6
25e91db6-90da,1FTEW1E55JKC36468,47998,91975,C36468,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,forbes automotive family,165 Weber Street South,Waterloo,ON,N2J 3H6
320a8425-a884,1FTEW1E55JKD62054,47995,100217,D62054P,2018,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded / Unleaded,5,V,bennett dunlop ford,770 Broad Street,Regina,SK,S4R 8H7
